source_signature,taxonomy_group,source_resolution_level,uid_count,taxid,organism_name,species_name,direct_taxid_in_ncbi_all,species_name_in_ncbi_all,organism_name_in_ncbi_all,union_in_ncbi_all,union_in_ncbi_no_predictions,union_in_ncbi2gtdb,trait_count_ncbi_all
proteome:UP000000646,target_bacteria,proteome,171,354242,Campylobacter jejuni subsp. jejuni serotype O:23/36 (strain 81-176),campylobacter jejuni,False,True,False,True,True,True,183
proteome:UP000000647,target_bacteria,proteome,174,349124,Halorhodospira halophila (strain DSM 244 / SL1) (Ectothiorhodospira halophila (strain DSM 244 / SL1)),halorhodospira halophila,False,True,False,True,True,True,134
proteome:UP000000653,target_bacteria,proteome,303,208963,Pseudomonas aeruginosa (strain UCBPP-PA14),pseudomonas aeruginosa,False,True,True,True,True,True,219
proteome:UP000000656,target_bacteria,proteome,148,355277,Leptospira borgpetersenii serovar Hardjo-bovis (strain JB197),leptospira borgpetersenii,False,True,False,True,True,True,145
proteome:UP000000657,target_bacteria,proteome,94,326424,Frankia alni (strain DSM 45986 / CECT 9034 / ACN14a),frankia alni,False,True,True,True,True,True,145
proteome:UP000000658,target_bacteria,proteome,258,384676,Pseudomonas entomophila (strain L48),pseudomonas entomophila,False,True,True,True,True,True,146
proteome:UP000000659,target_bacteria,proteome,358,373384,Shigella flexneri serotype 5b (strain 8401),shigella flexneri,False,True,False,True,True,True,180
proteome:UP000000662,target_bacteria,proteome,210,339670,Burkholderia ambifaria (strain ATCC BAA-244 / DSM 16087 / CCUG 44356 / LMG 19182 / AMMD) (Burkholderia cepacia (strain AMMD)),burkholderia ambifaria,False,True,False,True,True,True,155
proteome:UP000000663,target_archaea,proteome,91,351160,Methanocella arvoryzae (strain DSM 22066 / NBRC 105507 / MRE50),methanocella arvoryzae,False,False,False,False,False,True,0
proteome:UP000000664,target_bacteria,proteome,83,324831,Lactobacillus gasseri (strain ATCC 33323 / DSM 20243 / BCRC 14619 / CIP 102991 / JCM 1131 / KCTC 3163 / NCIMB 11718 / NCTC 13722 / AM63),lactobacillus gasseri,False,True,True,True,True,True,183
proteome:UP000000669,target_bacteria,proteome,54,372461,Buchnera aphidicola subsp. Cinara cedri (strain Cc),buchnera aphidicola,False,True,False,True,True,True,133
proteome:UP000000674,target_archaea,proteome,90,349307,Methanothrix thermoacetophila (strain DSM 6194 / JCM 14653 / NBRC 101360 / PT) (Methanosaeta thermophila),methanothrix thermoacetophila,False,False,False,False,False,True,0
proteome:UP000000683,target_bacteria,proteome,1,715451,Alteromonas naphthalenivorans,alteromonas naphthalenivorans,False,False,False,False,False,True,0
proteome:UP000000684,target_bacteria,proteome,228,318167,Shewanella frigidimarina (strain NCIMB 400),shewanella frigidimarina,False,True,True,True,True,True,163
proteome:UP000000716,target_bacteria,proteome,101,360911,Exiguobacterium sp. (strain ATCC BAA-1283 / AT1b),exiguobacterium sp.,False,False,False,False,False,False,0
proteome:UP000000718,target_bacteria,proteome,103,289376,Thermodesulfovibrio yellowstonii (strain ATCC 51303 / DSM 11347 / YP87),thermodesulfovibrio yellowstonii,False,True,True,True,True,True,134
proteome:UP000000719,target_bacteria,proteome,77,373903,Halothermothrix orenii (strain H 168 / OCM 544 / DSM 9562),halothermothrix orenii,False,True,True,True,True,True,135
proteome:UP000000723,target_bacteria,proteome,68,511995,Azobacteroides pseudotrichonymphae genomovar. CFP2,candidatus azobacteroides pseudotrichonymphae,False,False,False,False,False,True,0
proteome:UP000000724,target_fungi,proteome,27,500485,Penicillium rubens (strain ATCC 28089 / DSM 1075 / NRRL 1951 / Wisconsin 54-1255) (Penicillium chrysogenum),penicillium rubens,False,False,False,False,False,False,0
proteome:UP000000738,target_bacteria,proteome,52,465515,Micrococcus luteus (strain ATCC 4698 / DSM 20030 / JCM 1464 / CCM 169 / CCUG 5858 / IAM 1056 / NBRC 3333 / NCIMB 9278 / NCTC 2665 / VKM Ac-2230) (Micrococcus lysodeikticus),micrococcus luteus,False,True,True,True,True,True,190
proteome:UP000000739,target_bacteria,proteome,82,218208,Desulfatibacillum aliphaticivorans,desulfatibacillum aliphaticivorans,True,True,True,True,True,True,143
proteome:UP000000740,target_archaea,proteome,61,416348,Halorubrum lacusprofundi (strain ATCC 49239 / DSM 5036 / JCM 8891 / ACAM 34),halorubrum lacusprofundi,False,False,False,False,False,True,0
proteome:UP000000742,target_bacteria,proteome,108,491915,Anoxybacillus flavithermus (strain DSM 21510 / WK1),anoxybacillus flavithermus,False,True,True,True,True,True,167
proteome:UP000000745,target_bacteria,proteome,320,585054,Escherichia fergusonii (strain ATCC 35469 / DSM 13698 / CCUG 18766 / IAM 14443 / JCM 21226 / LMG 7866 / NBRC 102419 / NCTC 12128 / CDC 0568-73),escherichia fergusonii,False,True,True,True,True,True,180
proteome:UP000000746,target_bacteria,proteome,355,585055,Escherichia coli (strain 55989 / EAEC),escherichia coli,False,True,True,True,True,True,218
proteome:UP000000747,target_bacteria,proteome,353,585035,Escherichia coli O45:K1 (strain S88 / ExPEC),escherichia coli,False,True,False,True,True,True,218
proteome:UP000000748,target_bacteria,proteome,340,585397,Escherichia coli O81 (strain ED1a),escherichia coli,False,True,False,True,True,True,218
proteome:UP000000749,target_bacteria,proteome,354,585057,Escherichia coli O7:K1 (strain IAI39 / ExPEC),escherichia coli,False,True,False,True,True,True,218
proteome:UP000000750,target_bacteria,proteome,184,301447,Streptococcus pyogenes serotype M1,streptococcus pyogenes,False,True,False,True,True,True,184
proteome:UP000000752,target_archaea,proteome,207,70601,Pyrococcus horikoshii (strain ATCC 700860 / DSM 12428 / JCM 9974 / NBRC 100139 / OT-3),pyrococcus horikoshii,False,True,True,True,True,True,134
proteome:UP000000753,target_bacteria,proteome,166,225849,Shewanella piezotolerans (strain WP3 / JCM 13877),shewanella piezotolerans,False,True,True,True,True,True,147
proteome:UP000000755,target_bacteria,proteome,97,411154,Christiangramia forsetii (strain DSM 17595 / CGMCC 1.15422 / KT0803) (Gramella forsetii),christiangramia forsetii,False,False,False,False,False,True,0
proteome:UP000000756,target_bacteria,proteome,234,380703,Aeromonas hydrophila subsp. hydrophila (strain ATCC 7966 / DSM 30187 / BCRC 13018 / CCUG 14551 / JCM 1027 / KCTC 2358 / NCIMB 9240 / NCTC 8049),aeromonas hydrophila,False,True,False,True,True,True,194
proteome:UP000000757,target_bacteria,proteome,8,246196,Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) (Mycobacterium smegmatis),mycolicibacterium smegmatis,False,True,False,True,True,True,154
proteome:UP000000758,target_archaea,proteome,47,414004,Cenarchaeum symbiosum (strain A),cenarchaeum symbiosum,False,False,False,False,False,True,0
proteome:UP000000760,target_bacteria,proteome,118,360106,Campylobacter fetus subsp. fetus (strain 82-40),campylobacter fetus,False,True,False,True,True,True,169
proteome:UP000000762,target_bacteria,proteome,129,401614,Francisella tularensis subsp. novicida (strain ATCC 15482 / CCUG 33449 / U112),francisella tularensis,False,True,False,True,True,True,134
proteome:UP000000765,target_bacteria,proteome,166,362242,Mycobacterium ulcerans (strain Agy99),mycobacterium ulcerans,False,True,True,True,True,True,135
proteome:UP000000770,target_bacteria,proteome,216,399599,Shewanella baltica (strain OS195),shewanella baltica,False,True,True,True,True,True,158
proteome:UP000000771,target_bacteria,proteome,2,525909,Acidimicrobium ferrooxidans (strain DSM 10331 / JCM 15462 / NBRC 103882 / ICP),acidimicrobium ferrooxidans,False,True,True,True,True,False,139
proteome:UP000000773,target_bacteria,proteome,104,278197,Pediococcus pentosaceus (strain ATCC 25745 / CCUG 21536 / LMG 10740 / 183-1w),pediococcus pentosaceus,False,True,True,True,True,True,192
proteome:UP000000774,target_bacteria,proteome,83,203123,Oenococcus oeni (strain ATCC BAA-331 / PSU-1),oenococcus oeni,False,True,True,True,True,True,163
proteome:UP000000775,target_bacteria,proteome,125,382638,Helicobacter acinonychis (strain Sheeba),helicobacter acinonychis,False,True,True,True,True,True,146
proteome:UP000000777,target_bacteria,proteome,5,387662,Carsonella ruddii (strain PV),carsonella ruddii,False,False,False,False,False,True,0
proteome:UP000000779,target_bacteria,proteome,191,386043,Listeria welshimeri serovar 6b (strain ATCC 35897 / DSM 20650 / CCUG 15529 / CIP 8149 / NCTC 11857 / SLCC 5334 / V8),listeria welshimeri,False,True,False,True,True,True,171
proteome:UP000000781,target_bacteria,proteome,12,444179,Karelsulcia muelleri (strain GWSS) (Sulcia muelleri),candidatus karelsulcia muelleri,False,False,False,False,False,True,0
proteome:UP000000784,target_bacteria,proteome,117,398578,Delftia acidovorans (strain DSM 14801 / SPH-1),delftia acidovorans,False,True,True,True,True,True,160
proteome:UP000000787,target_bacteria,proteome,104,316274,Herpetosiphon aurantiacus (strain ATCC 23779 / DSM 785 / 114-95),herpetosiphon aurantiacus,False,True,True,True,True,True,134
proteome:UP000000788,target_bacteria,proteome,98,93059,Prochlorococcus marinus (strain MIT 9211),prochlorococcus marinus,False,False,False,False,False,True,0
proteome:UP000000789,target_bacteria,proteome,87,403833,Petrotoga mobilis (strain DSM 10674 / SJ95),petrotoga mobilis,False,True,True,True,True,True,135
proteome:UP000000790,target_bacteria,proteome,85,405566,Lactobacillus helveticus (strain DPC 4571),lactobacillus helveticus,False,True,True,True,True,True,177
proteome:UP000000792,target_archaea,proteome,44,436308,Nitrosopumilus maritimus (strain SCM1),nitrosopumilus maritimus,False,True,True,True,True,True,141
proteome:UP000000796,target_bacteria,proteome,81,452659,Rickettsia rickettsii (strain Iowa),rickettsia rickettsii,False,True,True,True,True,True,134
proteome:UP000000798,target_bacteria,proteome,302,224324,Aquifex aeolicus (strain VF5),aquifex aeolicus,False,True,True,True,True,True,133
proteome:UP000000799,target_bacteria,proteome,249,192222,Campylobacter jejuni subsp. jejuni serotype O:2 (strain ATCC 700819 / NCTC 11168),campylobacter jejuni,False,True,False,True,True,True,183
proteome:UP000000800,target_bacteria,proteome,140,243161,Chlamydia muridarum (strain MoPn / Nigg),chlamydia muridarum,False,False,False,False,False,True,0
proteome:UP000000804,target_bacteria,proteome,262,85963,Helicobacter pylori (strain J99 / ATCC 700824) (Campylobacter pylori J99),helicobacter pylori,False,True,True,True,True,True,177
proteome:UP000000805,target_archaea,proteome,404,243232,Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) (Methanococcus jannaschii),methanocaldococcus jannaschii,False,False,False,False,False,True,0
proteome:UP000000806,target_bacteria,proteome,293,272631,Mycobacterium leprae (strain TN),mycobacterium leprae,False,True,True,True,True,True,134
proteome:UP000000807,target_bacteria,proteome,131,243273,Mycoplasma genitalium (strain ATCC 33530 / DSM 19775 / NCTC 10195 / G37) (Mycoplasmoides genitalium),mycoplasmoides genitalium,False,True,False,True,True,True,135
proteome:UP000000808,target_bacteria,proteome,142,272634,Mycoplasma pneumoniae (strain ATCC 29342 / M129 / Subtype 1) (Mycoplasmoides pneumoniae),mycoplasmoides pneumoniae,False,True,False,True,True,True,142
proteome:UP000000809,target_bacteria,proteome,322,272843,Pasteurella multocida (strain Pm70),pasteurella multocida,False,True,True,True,True,True,196
proteome:UP000000811,target_bacteria,proteome,131,243276,Treponema pallidum (strain Nichols),treponema pallidum,False,True,True,True,True,True,137
proteome:UP000000812,target_bacteria,proteome,257,160492,Xylella fastidiosa (strain 9a5c),xylella fastidiosa,False,True,True,True,True,True,147
proteome:UP000000813,target_bacteria,proteome,334,176299,Agrobacterium fabrum (strain C58 / ATCC 33970) (Agrobacterium tumefaciens (strain C58)),agrobacterium fabrum,False,False,False,False,False,True,0
proteome:UP000000814,target_bacteria,proteome,270,272562,Clostridium acetobutylicum (strain ATCC 824 / DSM 792 / JCM 1419 / IAM 19013 / LMG 5710 / NBRC 13948 / NRRL B-527 / VKM B-1787 / 2291 / W),clostridium acetobutylicum,False,True,True,True,True,True,152
proteome:UP000000816,target_bacteria,proteome,158,272944,Rickettsia conorii (strain ATCC VR-613 / Malish 7),rickettsia conorii,False,True,True,True,True,True,137
proteome:UP000000817,target_bacteria,proteome,281,169963,Listeria monocytogenes serovar 1/2a (strain ATCC BAA-679 / EGD-e),listeria monocytogenes,False,True,False,True,True,True,204
proteome:UP000000818,target_bacteria,proteome,208,195102,Clostridium perfringens (strain 13 / Type A),clostridium perfringens,False,True,True,True,True,True,190
proteome:UP000000819,target_fungi,proteome,104,284813,Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite),encephalitozoon cuniculi,False,False,False,False,False,False,0
proteome:UP000000821,target_bacteria,proteome,174,208435,Streptococcus agalactiae serotype V (strain ATCC BAA-611 / 2603 V/R),streptococcus agalactiae,False,True,False,True,True,True,179
proteome:UP000000822,target_bacteria,proteome,270,221109,Oceanobacillus iheyensis (strain DSM 14371 / CIP 107618 / JCM 11309 / KCTC 3954 / HTE831),oceanobacillus iheyensis,False,True,True,True,True,True,147
proteome:UP000000823,target_bacteria,proteome,179,211110,Streptococcus agalactiae serotype III (strain NEM316),streptococcus agalactiae,False,True,False,True,True,True,179
proteome:UP000000841,target_bacteria,proteome,4,471857,Saccharomonospora viridis (strain ATCC 15386 / DSM 43017 / JCM 3036 / CCUG 5913 / NBRC 12207 / NCIMB 9602 / P101) (Thermoactinomyces viridis),saccharomonospora viridis,False,True,True,True,True,True,134
proteome:UP000000844,target_bacteria,proteome,4,446470,Stackebrandtia nassauensis (strain DSM 44728 / CIP 108903 / NRRL B-16338 / NBRC 102104 / LLR-40K-21),stackebrandtia nassauensis,False,True,True,True,True,True,155
proteome:UP000000845,target_bacteria,proteome,1,526218,Sebaldella termitidis (strain ATCC 33386 / NCTC 11300),sebaldella termitidis,False,True,True,True,True,True,152
proteome:UP000000849,target_bacteria,proteome,3,446466,Cellulomonas flavigena (strain ATCC 482 / DSM 20109 / BCRC 11376 / JCM 18109 / NBRC 3775 / NCIMB 8073 / NRS 134),cellulomonas flavigena,False,True,True,True,True,False,156
proteome:UP000000851,target_bacteria,proteome,10,479433,Catenulispora acidiphila (strain DSM 44928 / JCM 14897 / NBRC 102108 / NRRL B-24433 / ID139908),catenulispora acidiphila,False,True,True,True,True,True,155
proteome:UP000000852,target_bacteria,proteome,2,485917,Pedobacter heparinus (strain ATCC 13125 / DSM 2366 / CIP 104194 / JCM 7457 / NBRC 12017 / NCIMB 9290 / NRRL B-14731 / HIM 762-3),pedobacter heparinus,False,False,False,False,False,True,0
proteome:UP000000925,target_bacteria,proteome,1,583355,Coraliomargarita akajimensis (strain DSM 45221 / IAM 15411 / JCM 23193 / KCTC 12865 / 04OKA010-24),coraliomargarita akajimensis,False,False,False,False,False,True,0
proteome:UP000000933,target_bacteria,proteome,1,761659,Salinibacter ruber (strain M8),salinibacter ruber,False,False,False,False,False,True,0
proteome:UP000000935,target_bacteria,proteome,11,545693,Priestia megaterium (strain ATCC 12872 / QMB1551) (Bacillus megaterium),priestia megaterium,False,True,True,True,True,True,178
proteome:UP000000936,target_bacteria,proteome,4,754252,Propionibacterium freudenreichii subsp. shermanii (strain ATCC 9614 / DSM 4902 / CIP 103027 / NCIMB 8099 / CIRM-BIA1),propionibacterium freudenreichii,False,True,False,True,True,True,182
proteome:UP000000939,target_bacteria,proteome,1,572480,Arcobacter nitrofigilis (strain ATCC 33309 / DSM 7299 / CCUG 15893 / LMG 7604 / NCTC 12251 / CI) (Campylobacter nitrofigilis),arcobacter nitrofigilis,False,True,True,True,True,True,162
proteome:UP000000960,target_bacteria,proteome,1,521095,Lancefieldella parvula (strain ATCC 33793 / DSM 20469 / CCUG 32760 / JCM 10300 / KCTC 3663 / VPI 0546 / 1246) (Atopobium parvulum),lancefieldella parvula,False,True,True,True,True,True,154
proteome:UP000000998,target_bacteria,proteome,181,351348,Marinobacter nauticus (strain ATCC 700491 / DSM 11845 / VT8) (Marinobacter aquaeolei),marinobacter nauticus,False,True,True,True,True,True,185
proteome:UP000001006,target_bacteria,proteome,9,623,Shigella flexneri,shigella flexneri,True,True,True,True,True,True,180
